"","popularity","danceability","energy","key","loudness","mode","acousticness","instrumentalness","valence","tempo","time_signature","genre","instrumentalness_is_na","log_speechiness","log_liveness","sqrt_duration"
"5737",25,0.582,0.734,0,-7.18,1,0.0674,9.06e-06,0.461,90.371,4,10,FALSE,-3.63439126882987,-2.93935194011788,544.083633277091
"5738",26,0.359,0.637,4,-8.136,1,0.385,6.62e-06,0.141,139.07,4,0,FALSE,-3.18206185174548,-2.1119647333854,2.0463341205678
"5739",49,0.396,0.905,5,-4.612,0,2.92e-05,0.365,0.254,140.052,4,1,FALSE,-2.80676617404137,-1.14570389620196,455.470086833373
"5740",40,0.594,0.851,7,-3.47,1,0.00881,8.26e-06,0.898,83.522,4,10,FALSE,-2.96811710652102,-2.59160138845896,424.68341149614
"5741",40,0.512,0.849,4,-4.444,1,0.00701,0.000406,0.329,137.969,4,8,FALSE,-2.62693114981742,-2.32790290097834,474.036918393494
"5742",67,0.515,0.949,1,-3.521,0,0.000103,1.22e-05,0.308,124.069,4,10,FALSE,-2.51825662946955,-1.05555279920766,410.054874376589
"5743",67,0.604,0.511,4,-7.476,0,0.071,0.00391,0.139,100.338,4,5,TRUE,-2.04022082852655,-2.04794287462046,438.178046004133
"5744",36,0.646,0.744,11,-5.465,0,0.0327,0.000343,0.795,97.002,4,10,FALSE,-3.34670919637809,-2.45224586754845,498.659202261424
"5745",11,0.301,0.923,8,-11.316,1,0.000225,0.29,0.297,144.721,4,8,FALSE,-2.21640739675299,-1.69826912614072,558.736968528126
"5746",40,0.667,0.17,5,-12.041,1,0.926,0.927,0.389,133.94,4,7,FALSE,-2.95267278409354,-2.1803674602698,1.61932599157798
"5747",37,0.87,0.41,8,-8.804,1,0.243,2.92e-05,0.576,83.974,4,6,FALSE,-1.70374859190534,-2.06356819252355,413.765634145708
"5748",42,0.496,0.896,1,-5.368,1,0.00024,4.83e-06,0.343,179.936,4,8,FALSE,-2.40351101158401,-1.82635091399767,464.628884164556
"5749",25,0.0876,0.839,4,-9.63,1,3.36e-05,0.89,0.622,169.136,4,10,FALSE,-2.87351464082974,-1.35479569406052,335.061188441753
"5750",72,0.867,0.648,3,-6.942,0,0.265,2.62e-06,0.527,108.005,4,9,FALSE,-1.37436579025462,-1.52785792544168,445.007865099034
"5751",27,0.566,0.873,0,-5.926,0,0.000371,0.932,0.527,121.946,4,1,FALSE,-1.72597172869005,-2.53830742651512,513.61464153585
"5752",NA,0.746,0.724,11,-5.784,1,0.904,5.07e-06,0.702,103.804,4,3,FALSE,-2.07147337203066,-1.80180980508156,2.09241885553538
"5753",56,0.578,0.752,9,-5.264,1,0.0275,0.00391,0.405,149.689,4,4,TRUE,-3.41124771751566,-2.07944154167984,1.74788920329636
"5754",72,0.365,0.513,7,-13.034,0,0.0208,0.000147,0.739,80.647,4,10,FALSE,-3.33260459019654,-1.58474529984373,575.499782797526
"5755",60,0.536,0.496,7,-6.027,1,0.314,0.00391,0.497,175.007,3,4,TRUE,-3.54045944899566,-2.20727491318972,1.88932527638837
"5756",42,0.697,0.383,8,-11.464,1,0.0937,0.00391,0.51,86.84,4,5,TRUE,-0.731888008876376,-2.1803674602698,423.824256030728
"5757",39,0.817,0.694,4,-9.315,0,0.00161,0.0597,0.328,98.16,4,5,FALSE,-1.95192822138088,-1.09961278900169,658.230202892575
"5758",33,0.413,0.44,4,-9.951,1,0.0663,0.0565,0.271,140.482,4,6,FALSE,-3.5098967985855,-2.07147337203066,476.261482801202
"5759",53,0.421,0.823,9,-3.327,0,0.00078,3.21e-05,0.155,104.973,4,10,FALSE,-3.11002141995612,-1.58963528513792,472.990486162248
"5760",52,0.583,0.692,2,-13.562,0,0.0026,0.00391,0.795,137.572,4,10,TRUE,-3.14655516328857,-2.07944154167984,1.97782287629606
"5761",27,0.456,0.367,6,-9.168,1,0.792,4.95e-05,0.467,77.066,4,10,FALSE,-3.20645330486964,-1.14570389620196,481.471702179889
"5762",36,0.613,0.787,4,-3.331,1,0.0361,0.00391,0.362,135.989,4,9,TRUE,-3.26491976336961,-2.22562405185792,1.9124155753915
"5763",62,0.412,0.944,0,-2.896,1,0.0724,0.000493,0.79,123.091,4,6,FALSE,-3.1055471395612,-0.221894331913778,463.680924774785
"5764",5,0.55,0.668,2,-8.89,1,0.000604,0.0349,0.489,93.132,4,6,FALSE,-2.63526453137656,-2.62279035715139,514.159508324022
"5765",15,0.798,0.656,10,-8.33,0,0.0413,0.00391,0.697,137.039,4,5,TRUE,-1.2801341652915,-1.29462717259407,519.254272972308
"5766",65,0.677,0.66,2,-6.682,1,0.00779,0.021,0.611,153.982,4,9,FALSE,-2.04794287462046,-2.3633972323908,420.935862097779
"5767",27,0.342,0.888,7,-4.404,1,0.00116,1.18e-05,0.287,159.118,4,1,FALSE,-2.7854713480708,-1.54177926396029,377.023871923251
"5768",34,0.41,0.718,7,-7.501,1,0.00569,0.000995,0.412,111.504,4,10,FALSE,-3.02002496612304,-1.78976146656538,487.701753123771
"5769",46,0.7,0.378,9,-10.398,1,0.77,2.83e-06,0.358,131.864,4,9,FALSE,-3.14423228187243,-1.98777435315401,425
"5770",49,0.553,0.729,0,-10.778,1,0.789,0.00391,0.749,125.251,4,3,TRUE,-3.13729583787578,-2.83702058239917,2.45929529194849
"5771",51,0.282,0.996,9,-3.991,1,0.00668,0.00391,0.323,185.423,4,8,TRUE,-1.29462717259407,-2.69711026106388,330.616091562404
"5772",54,0.452,0.489,2,-12.425,1,0.303,0.00391,0.654,159.068,4,10,TRUE,-2.1119647333854,-0.71743987312899,400.383566096312
"5773",28,0.291,0.857,7,-7.067,1,3e-04,0.401,0.452,118.961,4,10,FALSE,-2.09557092360972,-1.40649706843741,474.223575963912
"5774",77,0.739,0.522,7,-12.304,0,0.821,0.00124,0.619,138.263,4,6,FALSE,-1.89047544216721,-1.45671682541644,382.609461461684
"5775",22,0.549,0.389,8,-9.532,1,0.236,0.49,0.4,122.011,4,6,FALSE,-3.50655789731998,-2.28278246569787,468.490127964293
"5776",40,0.616,0.375,0,-9.684,0,0.671,0.00391,0.438,130.116,4,9,TRUE,-3.48024058900261,-1.11169752821677,426.975409127973
"5777",30,0.599,0.675,7,-6.649,1,0.013,0.000118,0.366,119.966,4,8,FALSE,-3.46413718143603,-2.32278780031156,478.392098596956
"5778",49,0.0882,0.00626,10,-35.154,1,0.99,0.92,0.123,83.771,3,7,FALSE,-3.19418321227783,-2.58229899579665,1.8890341447417
"5779",34,0.32,0.545,1,-14.043,1,0.586,0.00262,0.605,87.618,4,1,FALSE,-3.18206185174548,-0.502526820951296,611.467905944376
"5780",37,0.758,0.443,3,-6.465,1,0.347,0.00391,0.728,79.485,4,9,TRUE,-2.84215318562569,-1.09362474715707,434.686093635396
"5781",34,0.394,0.247,11,-11.551,0,0.812,0.0259,0.125,117.113,4,6,FALSE,-3.44514926919134,-2.18925640768704,432.535547672096
"5782",61,0.726,0.678,5,-4.445,1,0.252,7.63e-06,0.529,75.031,4,1,FALSE,-3.49660756646681,-1.90380897303668,399.233014666873
"5783",74,0.179,0.912,4,-3.881,0,0.0014,0.000294,0.289,182.99,3,10,FALSE,-2.53704240420853,-0.541284831250699,481.178760961038
"5784",53,0.73,0.907,2,-4.478,1,0.000111,0.00816,0.573,116.016,4,8,FALSE,-2.62141389444266,-1.32425897020044,403.815551954107
"5785",57,0.617,0.696,4,-12.739,1,0.0155,0.000199,0.9,111.136,4,10,FALSE,-3.56843330103807,-2.22562405185792,489.652938314476
"5786",45,0.705,0.511,8,-10.084,1,0.392,0.00887,0.234,127.88,4,6,FALSE,-3.41428262121081,-2.20727491318972,482.182538049648
"5787",41,0.648,0.988,5,-2.119,0,0.00853,0.68,0.928,94.99,4,6,FALSE,-2.5307411861318,-2.52323176410967,402.09949017625
"5788",46,0.428,0.9,11,-4.195,1,1.64e-05,0.773,0.228,160.057,4,10,FALSE,-3.25969781938846,-1.41881755282545,519.371735850152
"5789",49,0.56,0.73,1,-5.69,1,0.219,0.144,0.963,151.594,4,2,FALSE,-3.31869616015041,-1.72036947314138,441.210833955831
"5790",30,0.473,0.95,11,-4.115,1,0.0115,6.92e-05,0.668,151.896,4,2,FALSE,-1.84516024595517,-2.10373423424888,502.035855293225
"5791",44,0.513,0.377,7,-8.907,1,0.899,0.00601,0.424,203.236,3,2,FALSE,-2.28278246569787,-2.36127408934273,434.526178728049
"5792",22,0.301,0.921,7,-6.236,1,0.00573,0.215,0.199,169.625,4,10,FALSE,-2.40905733750456,-1.05268335677971,566.403566372953
"5793",31,0.358,0.541,2,-9.348,1,0.0494,0.322,0.166,171.999,1,6,FALSE,-3.52336501563636,-1.63475572041839,552.61107480759
"5794",25,0.274,0.834,2,-5.982,0,0.56,0.688,0.079,89.483,4,0,FALSE,-3.11677060193105,-0.95711272639441,1.92353840616713
"5795",49,0.672,0.133,7,-15.152,1,0.989,0.871,0.141,133.844,4,7,FALSE,-2.88598140959487,-1.94491064872223,1.44810796109959
"5796",36,0.542,0.872,9,-2.553,1,0.0495,9.81e-05,0.311,137.976,4,10,FALSE,-3.21388828335716,-2.49738417129911,486.914776937402
"5797",42,0.567,0.532,2,-9.171,1,0.191,0.000269,0.196,122.987,4,1,FALSE,-3.42959685618385,-1.94491064872223,463.286088718407
"5798",85,0.429,0.661,11,-7.227,1,0.00239,0.000121,0.285,173.372,4,10,FALSE,-3.57198570264244,-1.45243416362444,516.500726040148
"5799",40,0.734,0.547,1,-9.527,0,0.00338,0.559,0.82,119.989,4,6,FALSE,-2.22562405185792,-2.07147337203066,395.423823258033
"5800",42,0.489,0.945,0,-2.936,1,0.000242,0.00166,0.388,164.982,4,8,FALSE,-2.70605219843954,-1.0300194972025,485.312270605226
"5801",26,0.599,0.0757,6,-12.798,1,0.987,0.00555,0.641,199.428,3,2,FALSE,-3.04072963948473,-2.25379492882461,412.407565401024
"5802",42,0.851,0.565,5,-9.43,0,0.0716,0.000525,0.551,130.022,4,9,FALSE,-2.28278246569787,-2.15416508787577,419.449639408595
"5803",32,0.459,0.836,9,-7.637,1,1.77e-05,0.457,0.547,101.977,4,6,FALSE,-3.2754461763566,-1.9241486572738,486.182064663023
"5804",5,0.607,0.788,7,-3.722,0,0.488,0.459,0.752,131.397,4,2,FALSE,-2.35282630943079,-0.334075112021491,555.385451735999
"5805",41,0.418,0.96,0,-2.396,1,2.72e-05,0.17,0.444,97.326,4,10,FALSE,-2.55361384779779,-1.22077992264232,429.045452137649
"5806",41,0.338,0.511,2,-5.604,1,0.00397,0.00391,0.54,156.062,4,10,TRUE,-3.50323010722731,-2.43611648561857,475.2683452535
"5807",40,0.161,0.973,4,-3.553,0,0.00657,0.00391,0.216,93.699,3,1,TRUE,-1.95192822138088,-2.37408109469912,466.390394412235
"5808",31,0.618,0.72,2,-6.405,1,0.265,0.432,0.64,120.992,4,6,FALSE,-3.51998091765212,-1.8578992717326,535.406387709374
"5809",66,0.388,0.66,11,-7.372,1,0.312,0.000307,0.401,143.554,4,0,FALSE,-3.48024058900261,-2.36127408934273,1.96004676729919
"5810",13,0.594,0.721,2,-7.811,1,0.0212,8.54e-06,0.253,128.938,4,9,FALSE,-2.34549259400532,-2.43155547429101,484.409950351972
"5811",35,0.194,0.946,2,-5.04,0,1.72e-05,0.858,0.0534,98.626,4,8,FALSE,-2.6009911288088,-1.03563748950672,668.80340908222
"5812",NA,0.606,0.749,2,-5.983,1,0.00271,4.15e-06,0.408,90.046,4,8,FALSE,-3.54391368386375,-2.79852210426629,492.365717734287
"5813",75,0.436,0.655,7,-8.153,1,0.425,0.00391,0.523,139.712,4,9,TRUE,-1.83885107676191,-0.933945667112876,393.38149422666
"5814",35,0.632,0.575,5,-7.358,1,0.105,3.59e-05,0.689,106.953,3,2,FALSE,-3.34104345884241,-1.84516024595517,532.79170413962
"5815",54,0.521,0.855,9,-3.348,1,0.0223,5.54e-06,0.257,158.744,4,10,FALSE,-2.6794627442503,-2.44299724671079,432.588719224161
"5816",45,0.589,0.75,4,-7.086,1,0.00162,0.00391,0.43,130.097,4,1,TRUE,-2.72723302051898,-1.33941077522104,435.384887197523
"5817",46,0.193,0.948,5,-5.623,0,0.00749,0.00515,0.158,81.636,4,8,FALSE,-1.98050159382493,-1.18417017702976,543.886936780063
"5818",77,0.94,0.335,5,-10.179,0,0.17,0.00391,0.707,120.04,4,9,TRUE,-0.683196849706777,-1.33941077522104,457.864608809198
"5819",61,0.862,0.561,8,-5.703,1,0.596,0.00391,0.541,99.864,3,9,TRUE,-1.09362474715707,-2.22562405185792,434.036864793764
"5820",47,0.311,0.884,11,-4.313,1,0.000133,0.0265,0.364,131.733,4,10,FALSE,-2.65498348016552,-2.0874737133771,472.821319316293
"5821",42,0.663,0.676,8,-9.954,1,0.515,0.0153,0.312,113.975,4,6,FALSE,-3.15590102570681,-1.72036947314138,425.440947723653
"5822",45,0.532,0.392,0,-9.224,1,0.458,0.00391,0.449,169.962,4,0,TRUE,-3.44201937618241,-2.26336437984076,1.86150029008862
"5823",64,0.647,0.98,7,-3.463,1,0.0301,8.56e-05,0.399,188.309,5,5,FALSE,-1.03282454813011,-3.10109278921182,482.009336009169
"5824",71,0.896,0.78,1,-3.547,1,0.0828,0.00391,0.85,106.032,4,9,TRUE,-1.59948758158093,-2.4569024533784,403.756114504784
"5825",30,0.427,0.994,7,-4.243,0,1.47e-05,0.077,0.254,147.969,4,8,FALSE,-2.12026353620009,-1.8773173575897,503.069577692788
"5826",35,0.587,0.573,4,-8.073,1,0.0208,0.315,0.686,137.315,4,6,FALSE,-3.26230538279554,-1.61445045425764,359.332714903611
"5827",53,0.589,0.382,6,-9.56,0,0.567,0.000203,0.209,77.996,4,1,FALSE,-3.56489347433295,-2.42588330933854,497.124732838751
"5828",43,0.377,0.758,9,-6.237,1,0.0459,0.00015,0.0751,80.064,4,8,FALSE,-3.27016911925575,-2.45573627248822,635.861620165897
"5829",86,0.445,0.537,4,-8.532,0,0.695,1.65e-05,0.131,122.769,4,9,FALSE,-3.2188758248682,-2.36021420583068,494.327826447187
"5830",36,0.474,0.971,1,-2.285,1,0.0185,1.46e-06,0.463,102.941,4,10,FALSE,-2.38054663446376,-1.18090753139494,546.707417180342
"5831",24,0.489,0.675,2,-7.813,1,0.00313,3.09e-06,0.402,100.748,4,10,FALSE,-3.72554343848553,-1.05843049903528,412.003640760613
"5832",42,0.639,0.347,9,-7.217,0,0.701,0.00391,0.291,119.821,4,9,TRUE,-3.46094738606793,-2.31769873080409,389.871773792359
"5833",53,0.464,0.92,10,-5.673,0,0.00143,0.114,0.266,91.04,4,8,FALSE,-3.14191478373207,-1.0700248318162,521.216845468371
"5834",65,0.333,0.695,5,-5.116,1,0.372,7.13e-06,0.317,203.753,4,10,FALSE,-3.06830296638883,-2.23492644452023,478.901868862505
"5835",23,0.572,0.52,7,-9.248,1,0.521,0.00391,0.62,118.433,4,3,TRUE,-2.06356819252355,-0.673344553263766,3.01404213640088
"5836",69,0.431,0.95,7,-4.918,1,0.00105,3.63e-05,0.56,191.936,4,10,FALSE,-1.34707364796661,-1.30195321268614,398.413102194192
"5837",13,0.503,0.328,7,-12.158,1,0.296,8.73e-06,0.354,91.981,4,10,FALSE,-3.61935339146533,-2.02495335639577,516.978722966429
"5838",52,0.271,0.624,7,-6.733,0,0.0301,0.0032,0.242,74.611,4,10,FALSE,-3.47699909507844,-2.60775247978685,696.432336986157
"5839",51,0.538,0.975,5,-4.518,0,0.000416,0.0561,0.588,100.046,4,10,FALSE,-2.70605219843954,-1.21739582465808,459.159013850322
"5840",40,0.453,0.973,2,-3.94,1,2.85e-05,4.49e-06,0.519,150.029,4,10,FALSE,-2.49738417129911,-1.00239343092757,486.044236669873
"5841",34,0.469,0.741,1,-6.628,1,0.328,3.4e-05,0.673,114.583,5,9,FALSE,-3.18447439815087,-2.30659311439158,491.747902893342
"5842",NA,0.657,0.645,2,-6.521,0,0.00601,0.000199,0.658,91.988,4,9,FALSE,-2.79360808946386,-1.44392347395653,1.81952374730312
"5843",21,0.59,0.972,9,-2.861,1,0.0018,0.00391,0.578,146.061,4,8,TRUE,-1.83885107676191,-3.04492251774476,441.355865487251
"5844",38,0.398,0.864,10,-8.199,1,0.523,0.00391,0.782,148.47,4,2,TRUE,-3.01186165548387,-2.31769873080409,368.43859732661
"5845",51,0.806,0.735,4,-4.39,1,0.087,0.00391,0.398,128.019,4,5,TRUE,-3.00578260940749,-2.42475272696825,455.247185603602
"5846",26,0.683,0.757,5,-8.511,0,4.18e-05,0.66,0.628,122.008,4,6,FALSE,-2.8319141883246,-2.84903789440319,539.58131917256
"5847",80,0.464,0.417,0,-9.345,0,0.136,0.022,0.479,67.528,4,10,FALSE,-3.66516292749662,-2.32892906833365,428.900920959608
"5848",23,0.571,0.949,0,-3.662,0,0.157,2.46e-06,0.87,120.03,4,9,FALSE,-3.40219788199574,-2.01740615076038,484.451235936085
"5849",39,0.372,0.82,6,-5.656,0,0.01,0.000762,0.624,152.154,4,10,FALSE,-2.87351464082974,-2.0874737133771,604.979338490167
"5850",53,0.481,0.981,6,-6.456,0,0.000148,0.0555,0.102,97.106,4,8,FALSE,-1.94491064872223,-1.93794197940614,586.821949146417
"5851",52,0.49,0.296,6,-9.589,0,0.819,0.000979,0.498,160.824,4,0,FALSE,-3.0261914810387,-0.369615455214467,1.93663798114155
"5852",65,0.599,0.744,7,-8.72,1,0.131,0.00275,0.723,91.259,4,10,FALSE,-3.45459815838927,-2.53199825732185,592.677821417336
"5853",83,0.673,0.886,1,-4.44,0,0.185,0.00391,0.795,97.012,4,9,TRUE,-3.14423228187243,-2.4937455984552,465.588874437523
"5854",64,0.545,0.578,2,-8.745,1,0.0114,6.57e-05,0.819,128.038,4,1,FALSE,-3.20398721237445,-2.67075441635851,488.781137115581
"5855",40,0.71,0.461,7,-10.233,0,0.694,0.714,0.119,123.016,4,1,FALSE,-2.86470401114759,-2.2730262907525,437.287091051177
"5856",61,0.56,0.736,8,-7.64,1,0.0135,0.0991,0.389,94.987,4,6,FALSE,-3.38434026459573,-1.74869997976761,487.320223261871
"5857",79,0.797,0.755,2,-5.393,1,0.331,2.26e-06,0.411,129.955,4,10,FALSE,-3.53016776295912,-2.0874737133771,368.616331705474
"5858",70,0.509,0.843,1,-3.318,0,0.000671,0.000803,0.332,140.055,3,10,FALSE,-3.02002496612304,-1.05555279920766,488.262224629348
"5859",17,0.534,0.292,2,-11.182,1,0.643,0.000233,0.472,142.948,4,10,FALSE,-3.28876195233237,-0.353821874956326,502.314642430419
"5860",22,0.372,0.0853,0,-22.8,0,0.992,0.942,0.259,76.201,4,6,FALSE,-2.99373427089132,-2.2730262907525,434.572203436897
"5861",56,0.374,0.816,2,-13.88,1,0.119,8.01e-06,0.138,104.56,4,10,FALSE,-2.85076650330381,-2.51577831345509,382.831555648173
"5862",37,0.301,0.347,7,-14.495,1,0.0869,0.00391,0.681,153.408,4,10,TRUE,-3.41124771751566,-1.52326021619305,473.990506234038
"5863",28,0.359,0.847,9,-5.648,1,0.000277,9.01e-06,0.1,135.465,4,8,FALSE,-2.36659042296996,-1.46533756846034,511.989257699808
"5864",64,0.442,0.52,0,-8.648,1,0.184,0.00391,0.177,77.437,4,6,TRUE,-3.64581996465349,-1.87080267656851,552.159397275823
"5865",43,0.457,0.932,4,-4.402,0,0.00193,0.000146,0.327,110.013,4,10,FALSE,-2.76620911527574,-1.08767234862978,471.117819658735
"5866",44,0.341,0.875,9,-4.581,1,2.32e-05,0.126,0.477,78.948,4,6,FALSE,-3.20398721237445,-2.00248050054371,424.9717637679
"5867",49,0.568,0.904,6,-4.772,0,0.00167,2.55e-06,0.487,169.935,4,9,FALSE,-1.48722027970985,-2.20727491318972,508.251906046598
"5868",NA,0.448,0.942,6,-4.788,0,0.000889,0.146,0.346,98.073,4,8,FALSE,-3.02413174807569,-1.27296567581289,492.95030175465
"5869",28,0.594,0.806,9,-6.24,1,0.000986,0.000774,0.583,82.486,4,6,FALSE,-3.13269812862715,-2.37086393374734,563.229083055909
"5870",63,0.202,0.804,7,-5.465,1,6.97e-05,0.00775,0.418,179.911,4,6,FALSE,-3.26230538279554,-2.5133061243097,546.260011349907
"5871",35,0.258,0.852,6,-4.439,1,0.000697,2.99e-05,0.489,112.116,3,1,FALSE,-2.60504245102798,-1.70374859190534,486.811051641189
"5872",55,0.531,0.864,7,-4.534,1,0.00164,0.132,0.665,130.722,4,10,FALSE,-2.52572864430826,-0.123298216344494,450.407593186438
"5873",39,0.224,0.956,4,-5.52,0,0.0598,2.65e-05,0.394,154.166,4,8,FALSE,-2.12863178587061,-1.88387475813586,553.317268843111
"5874",13,0.363,0.249,1,-11.431,1,0.926,0.000119,0.24,86.741,4,0,FALSE,-3.36390159691846,-2.23492644452023,1.92723030979694
"5875",5,0.454,0.948,4,-3.959,1,0.0113,3.05e-06,0.716,108.161,4,6,FALSE,-2.94694210938456,-2.15416508787577,364.413226982776
"5876",79,0.613,0.631,4,-6.965,1,0.0663,0.00391,0.33,149.992,4,5,TRUE,-2.12026353620009,-1.77785656405906,397.533646374744
"5877",20,0.651,0.625,0,-6.532,1,0.0175,5.31e-05,0.427,116.019,4,10,FALSE,-3.37260992481024,-1.67131331615219,486.374341428493
"5878",24,0.407,0.268,11,-11.563,0,0.806,4.01e-05,0.137,125.444,4,10,FALSE,-3.37552963491358,-2.29263476214088,498.424517856014
"5879",48,0.706,0.656,9,-4.177,0,0.034,0.000167,0.82,165.639,4,6,FALSE,-1.23787435600162,-1.81400507817537,374.918657844605
"5880",43,0.711,0.663,1,-7.871,1,0.00099,8.13e-05,0.768,177.041,4,5,FALSE,-1.35479569406052,-1.12701176318981,394.660613692322
"5881",65,0.595,0.588,10,-11.313,1,0.507,0.781,0.518,166.061,4,5,FALSE,-2.77419000360676,-2.1803674602698,381.62023007173
"5882",54,0.393,0.964,3,-8.838,1,0.000735,0.0196,0.352,151.898,4,1,FALSE,-1.93794197940614,-1.07880966137193,489.162549670352
"5883",68,0.472,0.811,8,-5.121,1,0.000839,0.000143,0.637,164.991,4,10,FALSE,-2.79360808946386,-0.986176859338322,344.576551726899
"5884",7,0.615,0.419,2,-8.624,1,0.636,0.00391,0.212,131.81,4,9,TRUE,-3.17965511171492,-2.41017030367398,482.212608711137
"5885",27,0.479,0.987,6,-4.297,1,2.42e-05,0.123,0.439,129.974,4,8,FALSE,-2.41239995900125,-0.18152187662339,529.966980103478
"5886",44,0.844,0.486,3,-6.915,0,0.234,0.00391,0.493,142.606,4,5,TRUE,-0.999672340813206,-2.32687778556309,494.421884628907
"5887",39,0.283,0.869,2,-6.486,1,1.75e-05,0.665,0.233,189.841,4,8,FALSE,-2.98975020187644,-1.0700248318162,457.074392194531
"5888",21,0.363,0.548,3,-7.712,1,0.53,0.00297,0.192,78.719,4,10,FALSE,-3.42038020107893,-1.95899538860397,609.819645469052
"5889",68,0.565,0.438,7,-8.722,1,0.122,0.0469,0.211,133.949,4,6,FALSE,-3.47054745979695,-2.22562405185792,601.464878442624
"5890",31,0.447,0.551,9,-9.418,1,0.452,0.00564,0.362,177.875,4,10,FALSE,-3.27016911925575,-2.15416508787577,420.966744529779
"5891",69,0.502,0.65,1,-4.27,1,0.366,0.00391,0.392,159.78,4,9,TRUE,-2.93557835073424,-2.34758245892478,391.18665621414
"5892",53,0.782,0.969,1,-2.763,1,0.204,0.000228,0.763,137.958,4,9,FALSE,-2.26336437984076,-2.59026716544583,482.406467618335
"5893",75,0.635,0.686,9,-15.648,1,0.209,0.0176,0.464,125.988,4,10,FALSE,-2.93746336543002,-1.26584820804402,524.163142542472
"5894",78,0.307,0.433,1,-10.057,1,0.388,9.08e-05,0.224,160.9,4,10,FALSE,-3.54045944899566,-1.10262031006565,2.10934428910977
"5895",38,0.574,0.627,11,-6.182,0,0.0846,0.00391,0.864,190.415,4,10,TRUE,-2.10373423424888,-3.34955414851032,483.900816283668
"5896",71,0.661,0.618,4,-8.422,0,0.368,0.000563,0.81,148.544,4,5,FALSE,-1.16155208844198,-2.59964432725842,449.379572299409
"5897",67,0.599,0.787,2,-4.708,1,2.07e-05,5.27e-05,0.822,114.065,4,10,FALSE,-3.38729447649316,-2.74887219562247,430.270844933746
"5898",33,0.308,0.883,6,-7.931,1,0.00185,0.00043,0.255,111.604,4,1,FALSE,-1.76609172247948,-1.54177926396029,465.260142286012
"5899",39,0.685,0.898,10,-2.719,0,0.00434,0.817,0.694,126.964,4,6,FALSE,-3.19418321227783,-2.64789627828246,473.990506234038
"5900",32,0.576,0.892,11,-8.229,0,0.00152,0.419,0.86,119.505,4,6,FALSE,-3.17965511171492,-2.44645546341375,481.261882970177
"5901",NA,0.568,0.585,3,-10.055,1,0.0921,3.9e-06,0.562,102.105,4,0,FALSE,-3.56843330103807,-1.42295834549148,1.73819829996465
"5902",80,0.319,0.739,0,-5.74,1,0.0285,0.00391,0.449,194.169,4,9,TRUE,-1.30195321268614,-2.1982250776698,479.81975782579
"5903",75,0.754,0.583,4,-7.34,0,0.32,0.00015,0.77,122.012,4,10,FALSE,-3.14191478373207,-1.93794197940614,469.095939014611
"5904",46,0.326,0.908,9,-2.696,1,0.0118,0.00391,0.587,182.521,4,1,TRUE,-2.60639654737571,-1.00239343092757,398.179607714911
"5905",60,0.389,0.975,7,-3.682,1,0.000109,9.84e-06,0.38,169.858,4,10,FALSE,-2.31973125182902,-1.39030238251743,466.463289016403
"5906",37,0.938,0.463,1,-13.124,1,0.035,0.00652,0.46,119.878,4,9,FALSE,-0.736054681571222,-2.30258509299405,1.36394647988842
"5907",52,0.268,0.811,1,-4.06,1,7.61e-05,0.00122,0.295,101.041,3,10,FALSE,-3.19662521593338,-2.73183072976761,489.517108996203
"5908",41,0.528,0.522,4,-7.407,0,0.105,0.00391,0.212,83.178,4,5,TRUE,-2.20727491318972,-2.30558960201434,368.384310197924
"5909",51,0.285,0.434,9,-7.014,1,0.283,7.87e-05,0.0663,135.828,4,10,FALSE,-3.45776773315055,-2.89679232569909,467.974358271904
"5910",55,0.258,0.978,8,-4.208,1,0.000519,0.000363,0.28,132.862,4,10,FALSE,-1.76026080216868,-1.52326021619305,470.60599231204
"5911",78,0.763,0.803,1,-3.713,1,0.0709,0.285,0.561,103.04,3,6,FALSE,-3.34955414851032,-1.05555279920766,479.207679404243
"5912",20,0.419,0.965,0,-4.063,0,7.63e-05,0.253,0.339,160.004,4,8,FALSE,-2.53704240420853,-0.774357235985488,431.313111324012
"5913",45,0.511,0.675,5,-7.031,0,0.0988,6.47e-06,0.314,91.943,4,9,FALSE,-3.63818633979842,-0.860383099935859,487.505897400226
"5914",26,0.275,0.226,9,-13.756,1,0.955,0.957,0.163,135.676,4,6,FALSE,-3.30225743380725,-1.90380897303668,378.109772420656
"5915",41,0.141,0.999,11,-5.335,1,3.85e-06,0.00804,0.0342,145.834,4,8,FALSE,-1.96611285637283,-2.21640739675299,649.368924418162
"5916",NA,0.311,0.588,11,-8.227,1,0.224,0.000111,0.281,90.002,3,6,FALSE,-3.39919937899948,-2.54593135162578,491.952233453615
"5917",18,0.339,0.65,7,-10.609,1,0.0668,0.00046,0.65,172.017,4,10,FALSE,-3.4673371841667,-1.00785792539965,475.422969575514
"5918",66,0.542,0.915,9,-9.637,1,0.319,5.34e-05,0.92,159.81,4,10,FALSE,-2.90224193046665,-1.76609172247948,418.807831827438
"5919",41,0.669,0.848,8,-10.072,0,0.0273,0.0869,0.661,102.048,4,1,FALSE,-3.50655789731998,-2.42928274604,421.315796048522
"5920",51,0.236,0.582,1,-7.592,0,0.0584,0.00277,0.265,67.131,4,1,FALSE,-3.35813789220171,-1.07880966137193,491.722482707472
"5921",49,0.737,0.642,9,-9.492,1,0.0185,0.00415,0.467,106.742,4,10,FALSE,-2.39032400730205,-2.62279035715139,417.931812620193
